Product id,trim  and clean product_id,clean product_id,category,clean(trim(discounted_price)),"SUBSTITUTE(SUBSTITUTE(F2, ""?"", """"), "","", """")
",Convert Text to Numbers in Excel (Browser Version),cleantrim(),"SUBSTITUTE(SUBSTITUTE(F2, ""?"", """"), "","", """")",Convert Text to Numbers in Excel (Browser Version),discount_percentage,rating,rating_count,"user_id (LEFT(, FIND("","", A2)-1) use this if id has too long strings)",cleantrimuserid,product_link
B07JW9H4J354,B07JW9H4J354,B07JW9H4J354,Electronics|Accessories|MemoryCards|MicroSD,₹959, 959 ,$959.00,"₹1,800",1800,"$1,800.00",47%,4.4,"67,259",AGWQCZIF4W7MPCFGEWBBYGVWS22Q,AGWQCZIF4W7MPCFGEWBBYGVWS22Q,https://www.amazon.in/SanDisk-Ultra%C2%AE-microSDXCTM-Warranty-Smartphones/dp/B0BDYVC5TD/ref=sr_1_22?qid=1672895748&s=electronics&sr=1-22
B07JW9H4J355,B07JW9H4J355,B07JW9H4J355,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹9,499", 9499 ,"$9,499.00","₹11,999",11999,"$11,999.00",21%,4.2,284,AE5DHPL6NSPL4NZU5YM6P2U67ZSQ,AE5DHPL6NSPL4NZU5YM6P2U67ZSQ,https://www.amazon.in/Samsung-Galaxy-Storage-MediaTek-Battery/dp/B0BMGB2TPR/ref=sr_1_23?qid=1672895748&s=electronics&sr=1-23
B07JW9H4J356,B07JW9H4J356,B07JW9H4J356,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,499", 1499 ,"$1,499.00","₹2,499",2499,"$2,499.00",40%,4.3,"15,970",AGNJW4JB3SQZZEVJCOR6EXOTNMOQ,AGNJW4JB3SQZZEVJCOR6EXOTNMOQ,https://www.amazon.in/Pocket-10000mAh-Triple-Charging-Delivery/dp/B08MC57J31/ref=sr_1_24?qid=1672895748&s=electronics&sr=1-24
B07JW9H4J357,B07JW9H4J357,B07JW9H4J357,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,149", 1149 ,"$1,149.00","₹2,199",2199,"$2,199.00",48%,4.3,"1,78,912",AHOQPLT222WN4LQV55XMUEZY6MAA,AHOQPLT222WN4LQV55XMUEZY6MAA,https://www.amazon.in/10000mAH-Li-Polymer-Power-Charging-Midnight/dp/B08HVL8QN3/ref=sr_1_25?qid=1672895755&s=electronics&sr=1-25
B07JW9H4J358,B07JW9H4J358,B07JW9H4J358,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,₹349, 349 ,$349.00,₹999,999,$999.00,65%,3.9,"46,399",AEJHP62NHRVRCWIMXUODSZLSBNUA,AEJHP62NHRVRCWIMXUODSZLSBNUA,https://www.amazon.in/Adjustable-Holder-Universal-Windshield-Smartphones/dp/B0746JGVDS/ref=sr_1_26?qid=1672895755&s=electronics&sr=1-26
B07JW9H4J359,B07JW9H4J359,B07JW9H4J359,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,"₹1,219", 1219 ,"$1,219.00","₹1,699",1699,"$1,699.00",28%,4.4,"8,891",AFAKLGJPBTX3EWCXJWB6TF4LJOXQ,AFAKLGJPBTX3EWCXJWB6TF4LJOXQ,https://www.amazon.in/Samsung-25W-Travel-Adapter/dp/B08VFF6JQ8/ref=sr_1_27_mod_primary_new?qid=1672895755&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-27
B07JW9H4J360,B07JW9H4J360,B07JW9H4J360,Electronics|WearableTechnology|SmartWatches,"₹1,599", 1599 ,"$1,599.00","₹3,999",3999,"$3,999.00",60%,4,"30,254",AFSRFIJ7SMY5WDUSEHB4FW3ZJHBQ,AFSRFIJ7SMY5WDUSEHB4FW3ZJHBQ,https://www.amazon.in/Noise-ColorFit-Display-Monitoring-Smartwatches/dp/B09NVPSCQT/ref=sr_1_28?qid=1672895755&s=electronics&sr=1-28
B07JW9H4J361,B07JW9H4J361,B07JW9H4J361,Electronics|WearableTechnology|SmartWatches,"₹1,499", 1499 ,"$1,499.00","₹7,999",7999,"$7,999.00",81%,4.2,"22,636",AFUDD2HQICGHV2X6MXURZJ3FFKTQ,AFUDD2HQICGHV2X6MXURZJ3FFKTQ,https://www.amazon.in/Fire-Boltt-Ninja-Smartwatch-Sports-Tracking/dp/B09YV4RG4D/ref=sr_1_29?qid=1672895755&s=electronics&sr=1-29
B07JW9H4J362,B07JW9H4J362,B07JW9H4J362,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹18,499", 18499 ,"$18,499.00","₹25,999",25999,"$25,999.00",29%,4.1,"22,318",AGPLH6XWDVSULDCZOFJRM6XNTNXQ,AGPLH6XWDVSULDCZOFJRM6XNTNXQ,https://www.amazon.in/Samsung-Mystique-Storage-Purchased-Separately/dp/B09TWHTBKQ/ref=sr_1_30?qid=1672895755&s=electronics&sr=1-30
B07JW9H4J363,B07JW9H4J363,B07JW9H4J363,Electronics|Accessories|MemoryCards|MicroSD,₹369, 369 ,$369.00,₹700,700,$700.00,47%,4.4,"67,259",AGY4ILCL5CCENO25T2FOKOESHJTQ,AGY4ILCL5CCENO25T2FOKOESHJTQ,https://www.amazon.in/SanDisk-Ultra-microSD-UHS-I-120MB/dp/B08L5HMJVW/ref=sr_1_31?qid=1672895755&s=electronics&sr=1-31
B07JW9H4J364,B07JW9H4J364,B07JW9H4J364,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999", 12999 ,"$12,999.00","₹17,999",17999,"$17,999.00",28%,4.1,"18,998",AFBPBZLHAOY5FLNKXSMY7R5NGW4A,AFBPBZLHAOY5FLNKXSMY7R5NGW4A,https://www.amazon.in/Samsung-Galaxy-Storage-6000mAh-Battery/dp/B0B4F2XCK3/ref=sr_1_32?qid=1672895755&s=electronics&sr=1-32
B07JW9H4J365,B07JW9H4J365,B07JW9H4J365,Electronics|WearableTechnology|SmartWatches,"₹1,799", 1799 ,"$1,799.00","₹19,999",19999,"$19,999.00",91%,4.2,"13,937",AH3HLGFYASB5KSFZRSQVOQF5BKKA,AH3HLGFYASB5KSFZRSQVOQF5BKKA,https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Resolution/dp/B0BF54972T/ref=sr_1_33?qid=1672895755&s=electronics&sr=1-33
B07JW9H4J366,B07JW9H4J366,B07JW9H4J366,Electronics|WearableTechnology|SmartWatches,"₹2,199", 2199 ,"$2,199.00","₹9,999",9999,"$9,999.00",78%,4.2,"29,471",AFPMBWVYFY6T7W3RZXDGZUPYNKPA,AFPMBWVYFY6T7W3RZXDGZUPYNKPA,https://www.amazon.in/Fire-Boltt-Smartwatch-Bluetooth-Calling-Assistance/dp/B09YV4MW2T/ref=sr_1_34?qid=1672895755&s=electronics&sr=1-34
B07JW9H4J367,B07JW9H4J367,B07JW9H4J367,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,999", 16999 ,"$16,999.00","₹24,999",24999,"$24,999.00",32%,4.1,"22,318",AEE5XXQWRVZSVDNYTBDR3BY4PHAA,AEE5XXQWRVZSVDNYTBDR3BY4PHAA,https://www.amazon.in/Samsung-Storage-6000mAh-Purchased-Separately/dp/B09TWH8YHM/ref=sr_1_35?qid=1672895755&s=electronics&sr=1-35
B07JW9H4J368,B07JW9H4J368,B07JW9H4J368,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,499", 16499 ,"$16,499.00","₹20,999",20999,"$20,999.00",21%,4,"21,350",AEZH7UN4SKV7VKJ3NYH7D7CBHA4A,AEZH7UN4SKV7VKJ3NYH7D7CBHA4A,https://www.amazon.in/iQOO-Chromatic-Storage-Snapdragon-Processor/dp/B07WGMMQGP/ref=sr_1_36?qid=1672895755&s=electronics&sr=1-36
B07JW9H4J369,B07JW9H4J369,B07JW9H4J369,Electronics|WearableTechnology|SmartWatches,"₹1,799", 1799 ,"$1,799.00","₹19,999",19999,"$19,999.00",91%,4.2,"13,937",AFWOX5BA5QS5TCVTNV3EHQXOSCLQ,AFWOX5BA5QS5TCVTNV3EHQXOSCLQ,https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Resolution/dp/B0BF563HB4/ref=sr_1_37?qid=1672895755&s=electronics&sr=1-37
B07JW9H4J370,B07JW9H4J370,B07JW9H4J370,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹399, 399 ,$399.00,"₹1,099",1099,"$1,099.00",64%,4.2,"24,270",AGQVEI5FN545VZMNGYRR752JCSUA,AGQVEI5FN545VZMNGYRR752JCSUA,https://www.amazon.in/Wayona-Braided-WN3LG1-Syncing-Charging/dp/B07JW9H4J1/ref=sr_1_38?qid=1672895755&s=electronics&sr=1-38
B07JW9H4J371,B07JW9H4J371,B07JW9H4J371,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,499", 8499 ,"$8,499.00","₹10,999",10999,"$10,999.00",23%,4.1,"3,13,836",AFF3MID2VKCRG3UPIGY4OPDLKNBQ,AFF3MID2VKCRG3UPIGY4OPDLKNBQ,https://www.amazon.in/Redmi-Activ-Carbon-Black-Storage/dp/B09GFPVD9Y/ref=sr_1_39?qid=1672895755&s=electronics&sr=1-39
B07JW9H4J372,B07JW9H4J372,B07JW9H4J372,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹6,499", 6499 ,"$6,499.00","₹8,499",8499,"$8,499.00",24%,4.1,"3,13,836",AHJTLVVBATTLS7X3LPKL2MVJM6VQ,AHJTLVVBATTLS7X3LPKL2MVJM6VQ,https://www.amazon.in/Redmi-9A-Sport-Octa-core-Processor/dp/B09GFLXVH9/ref=sr_1_40?qid=1672895755&s=electronics&sr=1-40
B07JW9H4J373,B07JW9H4J373,B07JW9H4J373,Electronics|WearableTechnology|SmartWatches,"₹1,799", 1799 ,"$1,799.00","₹19,999",19999,"$19,999.00",91%,4.2,"13,937",AHUKIXVRPVVYYRQOUGWBDYO7RFDQ,AHUKIXVRPVVYYRQOUGWBDYO7RFDQ,https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Resolution/dp/B0BF4YBLPX/ref=sr_1_41?qid=1672895755&s=electronics&sr=1-41
B07JW9H4J374,B07JW9H4J374,B07JW9H4J374,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,999", 8999 ,"$8,999.00","₹11,999",11999,"$11,999.00",25%,4,"12,796",AFBLFBJHOW7CQX62SQP7S3QJCFVA,AFBLFBJHOW7CQX62SQP7S3QJCFVA,https://www.amazon.in/Redmi-Storage-Battery-Finger-Booster/dp/B09XB7DPW1/ref=sr_1_42?qid=1672895755&s=electronics&sr=1-42
B07JW9H4J375,B07JW9H4J375,B07JW9H4J375,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,₹139, 139 ,$139.00,₹495,495,$495.00,72%,4.3,"14,185",AEYESC4XEIJ23NANPR3BK2GGXS2A,AEYESC4XEIJ23NANPR3BK2GGXS2A,https://www.amazon.in/AGARO-Type-C-USB-Female-Adapter/dp/B07PFJ5W31/ref=sr_1_43?qid=1672895755&s=electronics&sr=1-43
B07JW9H4J376,B07JW9H4J376,B07JW9H4J376,Electronics|WearableTechnology|SmartWatches,"₹3,999", 3999 ,"$3,999.00","₹16,999",16999,"$16,999.00",76%,4.3,"17,159",AHSYI7EUDN2RNS2IPMGAS5MKLXPQ,AHSYI7EUDN2RNS2IPMGAS5MKLXPQ,https://www.amazon.in/Fire-Boltt-Smartwatch-Resolution-Connection-Assistance/dp/B0B3N7LR6K/ref=sr_1_44?qid=1672895755&s=electronics&sr=1-44
B07JW9H4J377,B07JW9H4J377,B07JW9H4J377,Electronics|WearableTechnology|SmartWatches,"₹2,998", 2998 ,"$2,998.00","₹5,999",5999,"$5,999.00",50%,4.1,"5,179",AFZECWTOM2GUH3T67XW26DXUIJNA,AFZECWTOM2GUH3T67XW26DXUIJNA,https://www.amazon.in/Noise-ColorFit-Bluetooth-Fully-Functional-Brightness/dp/B09ZQK9X8G/ref=sr_1_45?qid=1672895755&s=electronics&sr=1-45
B07JW9H4J378,B07JW9H4J378,B07JW9H4J378,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199, 199 ,$199.00,₹349,349,$349.00,43%,4,"43,993",AHCY2NLFROLZAQ3YQAKVF3DMHB7Q,AHCY2NLFROLZAQ3YQAKVF3DMHB7Q,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B098NS6PVG/ref=sr_1_46?qid=1672895755&s=electronics&sr=1-46
B07JW9H4J379,B07JW9H4J379,B07JW9H4J379,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,499", 15499 ,"$15,499.00","₹18,999",18999,"$18,999.00",18%,4.1,"19,252",AHH26HAPTOI5Z52DFLNYU5TOLWCQ,AHH26HAPTOI5Z52DFLNYU5TOLWCQ,https://www.amazon.in/iQOO-Stellar-Snapdragon-Purchased-Separately/dp/B07WJV6P1R/ref=sr_1_47?qid=1672895755&s=electronics&sr=1-47
B07JW9H4J380,B07JW9H4J380,B07JW9H4J380,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199, 199 ,$199.00,₹999,999,$999.00,80%,3.9,"7,928",AHR4WZ6M4WXGQP65Z6SSP4LBJJ7A,AHR4WZ6M4WXGQP65Z6SSP4LBJJ7A,https://www.amazon.in/Sounce-iPhone-Charging-Compatible-Devices/dp/B096MSW6CT/ref=sr_1_48?qid=1672895755&s=electronics&sr=1-48
B07JW9H4J381,B07JW9H4J381,B07JW9H4J381,Electronics|WearableTechnology|SmartWatches,"₹1,799", 1799 ,"$1,799.00","₹19,999",19999,"$19,999.00",91%,4.2,"13,937",AFEMYJODFSKRPR4XTYKCPXMCO4YA,AFEMYJODFSKRPR4XTYKCPXMCO4YA,https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Resolution/dp/B0BF54LXW6/ref=sr_1_49?qid=1672895762&s=electronics&sr=1-49
B07JW9H4J382,B07JW9H4J382,B07JW9H4J382,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,999", 8999 ,"$8,999.00","₹11,999",11999,"$11,999.00",25%,4,"12,796",AFQUZXA3JPEY4SN7Y772C3Q55IWA,AFQUZXA3JPEY4SN7Y772C3Q55IWA,https://www.amazon.in/Redmi-Storage-Battery-Finger-Booster/dp/B09XB7SRQ5/ref=sr_1_50?qid=1672895762&s=electronics&sr=1-50
B07JW9H4J383,B07JW9H4J383,B07JW9H4J383,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,₹873, 873 ,$873.00,"₹1,699",1699,"$1,699.00",49%,4.4,"1,680",AG4KZO4DB3TYVVMBWPWMMJGD4ZYQ,AG4KZO4DB3TYVVMBWPWMMJGD4ZYQ,https://www.amazon.in/DURACELL-Charger-Qualcomm-Certified-Charge/dp/B09FFK1PQG/ref=sr_1_51?qid=1672895762&s=electronics&sr=1-51
B07JW9H4J384,B07JW9H4J384,B07JW9H4J384,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999", 12999 ,"$12,999.00","₹15,999",15999,"$15,999.00",19%,4.2,"13,246",AHN6E6FWRU4KL6CALQVHR3IUMIAQ,AHN6E6FWRU4KL6CALQVHR3IUMIAQ,https://www.amazon.in/realme-Storage-Processor-Triple-Display/dp/B09RMQYHLH/ref=sr_1_52?qid=1672895762&s=electronics&sr=1-52
B07JW9H4J385,B07JW9H4J385,B07JW9H4J385,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,₹539, 539 ,$539.00,"₹1,599",1599,"$1,599.00",66%,3.8,"14,648",AHROIYVXUABAGL5GUFHMEZK3WQQA,AHROIYVXUABAGL5GUFHMEZK3WQQA,https://www.amazon.in/WeCool-Bluetooth-Extendable-Multifunctional-Compatible/dp/B08ZN4B121/ref=sr_1_53?qid=1672895762&s=electronics&sr=1-53
B07JW9H4J386,B07JW9H4J386,B07JW9H4J386,Electronics|WearableTechnology|SmartWatches,"₹1,999", 1999 ,"$1,999.00","₹9,999",9999,"$9,999.00",80%,4.3,"27,696",AEJSMM2J65DGILOOHC24C74VWPBA,AEJSMM2J65DGILOOHC24C74VWPBA,https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_54?qid=1672895762&s=electronics&sr=1-54
B07JW9H4J387,B07JW9H4J387,B07JW9H4J387,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,490", 15490 ,"$15,490.00","₹20,990",20990,"$20,990.00",26%,4.2,"32,916",AHZWXUWE3RGLDH4JJUK3HT3VMBJA,AHZWXUWE3RGLDH4JJUK3HT3VMBJA,https://www.amazon.in/OPPO-Fantastic-Purple-128GB-Storage/dp/B08VB34KJ1/ref=sr_1_55?qid=1672895762&s=electronics&sr=1-55
B07JW9H4J388,B07JW9H4J388,B07JW9H4J388,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹19,999", 19999 ,"$19,999.00","₹24,999",24999,"$24,999.00",20%,3.9,"25,824",AEXCQMYUSJFK3Z4POJQTN7YOHRVQ,AEXCQMYUSJFK3Z4POJQTN7YOHRVQ,https://www.amazon.in/Redmi-Stealth-Additional-Exchange-Included/dp/B09T39K9YL/ref=sr_1_56?qid=1672895762&s=electronics&sr=1-56
B07JW9H4J389,B07JW9H4J389,B07JW9H4J389,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,"₹1,075", 1075 ,"$1,075.00","₹1,699",1699,"$1,699.00",37%,4.4,"7,462",AFUWV4HNHDWYGFGEHEMCKPR7HPBA,AFUWV4HNHDWYGFGEHEMCKPR7HPBA,https://www.amazon.in/Samsung-EP-TA800NBEGIN-25W-Travel-Adapter/dp/B08VF8V79P/ref=sr_1_57?qid=1672895762&s=electronics&sr=1-57
B07JW9H4J390,B07JW9H4J390,B07JW9H4J390,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹399, 399 ,$399.00,₹699,699,$699.00,43%,4,"37,817",AEQRBL6PVEWH7MEXRN2ZI6FDU54A,AEQRBL6PVEWH7MEXRN2ZI6FDU54A,https://www.amazon.in/realme-Classic-Wired-Earphones-Microphone/dp/B08G28Z33M/ref=sr_1_58?qid=1672895762&s=electronics&sr=1-58
B07JW9H4J391,B07JW9H4J391,B07JW9H4J391,Electronics|WearableTechnology|SmartWatches,"₹1,999", 1999 ,"$1,999.00","₹3,990",3990,"$3,990.00",50%,4,"30,254",AG3EJCPDMWMFHVD75JLK6447GEYQ,AG3EJCPDMWMFHVD75JLK6447GEYQ,https://www.amazon.in/Noise-ColorFit-Display-Monitoring-Smartwatches/dp/B09PNKXSKF/ref=sr_1_59?qid=1672895762&s=electronics&sr=1-59
B07JW9H4J392,B07JW9H4J392,B07JW9H4J392,Electronics|WearableTechnology|SmartWatches,"₹1,999", 1999 ,"$1,999.00","₹7,990",7990,"$7,990.00",75%,3.8,"17,831",AEGEOVAES62OFGQTSPSDSQ5U7SHA,AEGEOVAES62OFGQTSPSDSQ5U7SHA,https://www.amazon.in/boAt-Wave-Call-Dedicated-Multi-Sport/dp/B0B5DDJNH4/ref=sr_1_60?qid=1672895762&s=electronics&sr=1-60
B07JW9H4J393,B07JW9H4J393,B07JW9H4J393,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹329, 329 ,$329.00,₹699,699,$699.00,53%,4.2,"94,364",AFPYH3UF3GB4RNX3MX46AXFM2FTQ,AFPYH3UF3GB4RNX3MX46AXFM2FTQ,https://www.amazon.in/Deuce-300-Resistant-Tangle-Free-Transmission/dp/B08HDJ86NZ/ref=sr_1_61?qid=1672895762&s=electronics&sr=1-61
B07JW9H4J394,B07JW9H4J394,B07JW9H4J394,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹154, 154 ,$154.00,₹399,399,$399.00,61%,4.2,"16,905",AF33ARIIERSZ4KGYWLBGIJO3PUQA,AF33ARIIERSZ4KGYWLBGIJO3PUQA,https://www.amazon.in/Portronics-Konnect-POR-1080-Charging-Function/dp/B08CF3B7N1/ref=sr_1_62?qid=1672895762&s=electronics&sr=1-62
B07JW9H4J395,B07JW9H4J395,B07JW9H4J395,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹28,999", 28999 ,"$28,999.00","₹34,999",34999,"$34,999.00",17%,4.4,"20,311",AF3JE3MHGVCOATHASUTMN3VGF3UQ,AF3JE3MHGVCOATHASUTMN3VGF3UQ,https://www.amazon.in/iQOO-128GB-Storage-Snapdragon%C2%AE-FlashCharge/dp/B07WDKLDRX/ref=sr_1_63?qid=1672895762&s=electronics&sr=1-63
B07JW9H4J396,B07JW9H4J396,B07JW9H4J396,Electronics|WearableTechnology|SmartWatches,"₹2,299", 2299 ,"$2,299.00","₹7,990",7990,"$7,990.00",71%,4.2,"69,622",AFQ7AUYJOIE2HH63KIUQK45ENQ2A,AFQ7AUYJOIE2HH63KIUQK45ENQ2A,https://www.amazon.in/boAt-Display-Multiple-Monitoring-Charcoal/dp/B09MQSCJQ1/ref=sr_1_64?qid=1672895762&s=electronics&sr=1-64
B07JW9H4J397,B07JW9H4J397,B07JW9H4J397,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,₹399, 399 ,$399.00,"₹1,999",1999,"$1,999.00",80%,4,"3,382",AHYXJP46LXOTLZ5FXX53OWHFNWXA,AHYXJP46LXOTLZ5FXX53OWHFNWXA,https://www.amazon.in/Tygot-Bluetooth-Extendable-Multifunctional-Compatible/dp/B094YFFSMY/ref=sr_1_65?qid=1672895762&s=electronics&sr=1-65
B07JW9H4J398,B07JW9H4J398,B07JW9H4J398,Electronics|Accessories|MemoryCards|MicroSD,"₹1,149", 1149 ,"$1,149.00","₹3,999",3999,"$3,999.00",71%,4.3,"1,40,036",AEI2GKBIJPYIB7KUV7EKAFN5P4IA,AEI2GKBIJPYIB7KUV7EKAFN5P4IA,https://www.amazon.in/Samsung-microSDXC-Memory-Adapter-MB-MC128KA/dp/B09MT84WV5/ref=sr_1_66?qid=1672895762&s=electronics&sr=1-66
B07JW9H4J399,B07JW9H4J399,B07JW9H4J399,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹529, 529 ,$529.00,"₹1,499",1499,"$1,499.00",65%,4.1,"8,599",AETBZL6TIGY24P3Y6WNN2BNIZIDA,AETBZL6TIGY24P3Y6WNN2BNIZIDA,https://www.amazon.in/Portronics-Adapto-Adapter-Charger-Charging/dp/B08VS3YLRK/ref=sr_1_67?qid=1672895762&s=electronics&sr=1-67
B07JW9H4J400,B07JW9H4J400,B07JW9H4J400,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999", 13999 ,"$13,999.00","₹19,499",19499,"$19,499.00",28%,4.1,"18,998",AHBB6UBYHJ5FH2BUFQ2BCXHWQFJQ,AHBB6UBYHJ5FH2BUFQ2BCXHWQFJQ,https://www.amazon.in/Samsung-Galaxy-Storage-5000mAh-Battery/dp/B0B4F3QNDM/ref=sr_1_68?qid=1672895762&s=electronics&sr=1-68
B07JW9H4J401,B07JW9H4J401,B07JW9H4J401,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹379, 379 ,$379.00,₹999,999,$999.00,62%,4.1,"3,63,713",AFAYH4FG2MUZTFGDVONVIOV4W3KQ,AFAYH4FG2MUZTFGDVONVIOV4W3KQ,https://www.amazon.in/Boat-BassHeads-100-Inspired-Earphones/dp/B07GQD4K6L/ref=sr_1_69?qid=1672895762&s=electronics&sr=1-69
B07JW9H4J402,B07JW9H4J402,B07JW9H4J402,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999", 13999 ,"$13,999.00","₹19,999",19999,"$19,999.00",30%,4.1,"19,252",AEAX7BRPDS3NSYCZQBQDL5DGZDVA,AEAX7BRPDS3NSYCZQBQDL5DGZDVA,https://www.amazon.in/iQOO-Lumina-Blue-128GB-Storage/dp/B07WDKLRM4/ref=sr_1_70?qid=1672895762&s=electronics&sr=1-70
B07JW9H4J403,B07JW9H4J403,B07JW9H4J403,Electronics|WearableTechnology|SmartWatches,"₹3,999", 3999 ,"$3,999.00","₹9,999",9999,"$9,999.00",60%,4.4,73,AGGDISUCB6COXRY7SCEYULDTYJSA,AGGDISUCB6COXRY7SCEYULDTYJSA,https://www.amazon.in/Fire-Boltt-Gladiator-Bluetooth-Assistant-Interactions/dp/B0BP18W8TM/ref=sr_1_71?qid=1672895762&s=electronics&sr=1-71
B07JW9H4J404,B07JW9H4J404,B07JW9H4J404,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹149, 149 ,$149.00,"₹1,000",1000,"$1,000.00",85%,3.9,"24,870",AFNMA3FQAONYMREOFLNYF2RV4AOA,AFNMA3FQAONYMREOFLNYF2RV4AOA,https://www.amazon.in/Solero-TB301-Charging-480Mbps-1-5-Meter/dp/B08Y1TFSP6/ref=sr_1_72?qid=1672895762&s=electronics&sr=1-72
B07JW9H4J405,B07JW9H4J405,B07JW9H4J405,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹99, 99 ,$99.00,₹499,499,$499.00,80%,4.3,"42,641",AF4AWOIIGQUD4IZ6QNWXVHL6OKTQ,AF4AWOIIGQUD4IZ6QNWXVHL6OKTQ,https://www.amazon.in/STRIFF-Mobile-Android-Samsung-OnePlus/dp/B07GXHC691/ref=sr_1_73?qid=1672895770&s=electronics&sr=1-73
B07JW9H4J406,B07JW9H4J406,B07JW9H4J406,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹4,790", 4790 ,"$4,790.00","₹15,990",15990,"$15,990.00",70%,4,"4,390",AGQ3YJHNFI6CFAOTHMHNA3BEH4AQ,AGQ3YJHNFI6CFAOTHMHNA3BEH4AQ,https://www.amazon.in/Samsung-Galaxy-SM-R180NZKAINU-Mystic-Black/dp/B08FN6WGDQ/ref=sr_1_74?qid=1672895770&s=electronics&sr=1-74
B07JW9H4J407,B07JW9H4J407,B07JW9H4J407,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹33,999", 33999 ,"$33,999.00","₹33,999",33999,"$33,999.00",0%,4.3,"17,415",AGGDISUCB6COXRY7SCEYULDTYJSA,AGGDISUCB6COXRY7SCEYULDTYJSA,https://www.amazon.in/OnePlus-Nord-Jade-256GB-Storage/dp/B0B3D39RKV/ref=sr_1_75?qid=1672895770&s=electronics&sr=1-75
B07JW9H4J408,B07JW9H4J408,B07JW9H4J408,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,₹99, 99 ,$99.00,₹999,999,$999.00,90%,4,"1,396",AECQPIQJEIF5ASVCNW43FEDLAATQ,AECQPIQJEIF5ASVCNW43FEDLAATQ,https://www.amazon.in/Sounce-Charger-Protector-Charging-Protective/dp/B085HY1DGR/ref=sr_1_76?qid=1672895770&s=electronics&sr=1-76
B07JW9H4J409,B07JW9H4J409,B07JW9H4J409,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹299, 299 ,$299.00,"₹1,900",1900,"$1,900.00",84%,3.6,"18,202",AHDTCW665XEPKY4WAUG3DREFCCYQ,AHDTCW665XEPKY4WAUG3DREFCCYQ,https://www.amazon.in/Boom-Ultima-Headphones-Cancelling-Earphones/dp/B08D75R3Z1/ref=sr_1_77?qid=1672895770&s=electronics&sr=1-77
